Table,Condition,Frequency
customer_address,"ca_state in ('CA', 'MN', 'SC', 'TX', 'VA')",1
customer_address,"ca_state in ('CO', 'GA', 'MO', 'OK', 'TX')",1
customer_address,"ca_state in ('CO', 'IA', 'MS', 'MT', 'NE')",1
customer_address,"ca_state in ('CO', 'MO', 'SC', 'TN', 'VA')",1
customer_address,"ca_state in ('CO', 'ND', 'TX', 'WI', 'WV')",1
customer_address,"ca_state in ('FL', 'GA', 'IN', 'LA', 'MO')",1
customer_address,"ca_state in ('FL', 'GA', 'MS', 'PA', 'TN')",1
customer_address,"ca_state in ('FL', 'GA', 'NC', 'OH', 'OK')",1
customer_address,"ca_state in ('FL', 'IL', 'NE', 'OH', 'SC')",1
customer_address,"ca_state in ('FL', 'IL', 'NE', 'TN', 'TX')",1
customer_address,"ca_state in ('FL', 'IN', 'KY', 'SD', 'TX')",1
customer_address,"ca_state in ('FL', 'KS', 'MD', 'WV', 'WY')",1
customer_address,"ca_state in ('FL', 'KY', 'LA', 'NY', 'OK')",1
customer_address,"ca_state in ('FL', 'MI', 'MO', 'TN', 'TX')",1
customer_address,"ca_state in ('FL', 'MI', 'MO', 'UT', 'WI')",1
customer_address,"ca_state in ('FL', 'MN', 'MT', 'UT', 'VA')",1
customer_address,"ca_state in ('GA', 'HI', 'IL', 'IN', 'TX')",1
customer_address,"ca_state in ('GA', 'IA', 'KY', 'MN', 'NV')",1
customer_address,"ca_state in ('GA', 'ID', 'LA', 'OR', 'TX')",1
customer_address,"ca_state in ('GA', 'IL', 'KS', 'NE', 'TX')",1
customer_address,"ca_state in ('GA', 'IL', 'KY', 'MO', 'VA')",1
customer_address,"ca_state in ('GA', 'IL', 'LA', 'NM', 'WI')",1
customer_address,"ca_state in ('GA', 'IL', 'ME', 'SD', 'TX')",1
customer_address,"ca_state in ('GA', 'IL', 'MO', 'PA', 'TX')",1
customer_address,"ca_state in ('GA', 'IL', 'MO', 'TX', 'WI')",1
customer_address,"ca_state in ('GA', 'IL', 'NE', 'NV', 'TN')",1
customer_address,"ca_state in ('GA', 'IN', 'MN', 'MS', 'OR')",1
customer_address,"ca_state in ('GA', 'IN', 'OH', 'PA', 'TX')",1
customer_address,"ca_state in ('GA', 'KS', 'MI', 'ND', 'OK')",1
customer_address,"ca_state in ('GA', 'KS', 'NV', 'OH', 'TX')",1
customer_address,"ca_state in ('GA', 'MI', 'NY', 'SD', 'TX')",1
customer_address,"ca_state in ('GA', 'MO', 'OK', 'OR', 'WV')",1
customer_address,"ca_state in ('GA', 'MO', 'SC', 'TN', 'TX')",1
customer_address,"ca_state in ('GA', 'MS', 'NC', 'NV', 'PA')",1
customer_address,"ca_state in ('GA', 'MS', 'NE', 'NY', 'TX')",1
customer_address,"ca_state in ('GA', 'NE', 'OK', 'OR', 'UT')",1
customer_address,"ca_state in ('GA', 'OR', 'PA', 'TX', 'WI')",1
customer_address,"ca_state in ('IA', 'IN', 'KS', 'TN', 'TX')",1
customer_address,"ca_state in ('IA', 'IN', 'LA', 'ND', 'WI')",1
customer_address,"ca_state in ('IA', 'IN', 'ND', 'OH', 'OR')",1
customer_address,"ca_state in ('IA', 'KY', 'MI', 'OH', 'TX')",1
customer_address,"ca_state in ('IA', 'NE', 'TN', 'TX', 'WV')",1
customer_address,"ca_state in ('IA', 'NJ', 'OK', 'TX', 'VA')",1
customer_address,"ca_state in ('ID', 'IL', 'IN', 'NJ', 'SD')",1
customer_address,"ca_state in ('IL', 'IN', 'MO', 'MT', 'PA')",1
customer_address,"ca_state in ('IL', 'ME', 'NY', 'TN', 'UT')",1
customer_address,"ca_state in ('IL', 'MN', 'NJ', 'TN', 'TX')",1
customer_address,"ca_state in ('IL', 'ND', 'VA', 'WI', 'WV')",1
customer_address,"ca_state in ('IN', 'KY', 'MI', 'SD', 'TX')",1
customer_address,"ca_state in ('IN', 'LA', 'NE', 'VA', 'WV')",1
customer_address,"ca_state in ('KS', 'KY', 'NC', 'PA', 'RI')",1
customer_address,"ca_state in ('KS', 'LA', 'MO', 'NY', 'TX')",1
customer_address,"ca_state in ('KS', 'MA', 'MO', 'WI', 'WV')",1
customer_address,"ca_state in ('KS', 'MI', 'ND', 'SD', 'TN')",1
customer_address,"ca_state in ('KS', 'MI', 'NE', 'OK', 'WV')",1
customer_address,"ca_state in ('KS', 'MO', 'TN', 'TX', 'VA')",1
customer_address,"ca_state in ('KS', 'NC', 'NE', 'SD', 'TX')",1
customer_address,"ca_state in ('KS', 'NJ', 'OK', 'SC', 'TX')",1
customer_address,"ca_state in ('KY', 'MS', 'OH', 'OR', 'VA')",1
customer_address,"ca_state in ('LA', 'MA', 'MO', 'NC', 'TN')",1
customer_address,"ca_state in ('MA', 'ND', 'NM', 'NY', 'WA')",1
customer_address,"ca_state in ('MN', 'NM', 'NY', 'TX', 'WV')",1
customer_address,"ca_state in ('MO', 'MS', 'ND', 'OK', 'WA')",1
customer_address,"ca_state in ('MO', 'NY', 'TX', 'VA', 'WV')",1
customer_address,"ca_state in ('MO', 'OH', 'SD', 'TX', 'WA')",1
customer_address,"ca_state in ('MS', 'OH', 'TX', 'VA', 'WI')",1
customer_address,"ca_state in ('MT', 'ND', 'NY', 'OH', 'VA')",1
customer_address,"ca_state in ('MT', 'ND', 'TX', 'VA', 'WY')",1
customer_address,"ca_state in ('NC', 'NE', 'OH', 'SC', 'TX')",1
customer_address,"ca_state in ('NC', 'NV', 'OH', 'TN', 'TX')",1
date_dim,d1.d_year = 1998,34
date_dim,d1.d_year = 1999,39
date_dim,d1.d_year = 2000,27
household_demographics,hd_income_band_sk BETWEEN 0 AND 6 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 0 AND 6 AND hd_buy_potential = '>10000',2
household_demographics,hd_income_band_sk BETWEEN 1 AND 7 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 1 AND 7 AND hd_buy_potential = '>10000',3
household_demographics,hd_income_band_sk BETWEEN 10 AND 16 AND hd_buy_potential = '1001-5000',1
household_demographics,hd_income_band_sk BETWEEN 10 AND 16 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 10 AND 16 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 11 AND 17 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 11 AND 17 AND hd_buy_potential = '>10000',1
household_demographics,hd_income_band_sk BETWEEN 12 AND 18 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 12 AND 18 AND hd_buy_potential = '501-1000',2
household_demographics,hd_income_band_sk BETWEEN 12 AND 18 AND hd_buy_potential = '>10000',2
household_demographics,hd_income_band_sk BETWEEN 13 AND 19 AND hd_buy_potential = '0-500',1
household_demographics,hd_income_band_sk BETWEEN 13 AND 19 AND hd_buy_potential = '1001-5000',1
household_demographics,hd_income_band_sk BETWEEN 13 AND 19 AND hd_buy_potential = '5001-10000',4
household_demographics,hd_income_band_sk BETWEEN 13 AND 19 AND hd_buy_potential = '501-1000',2
household_demographics,hd_income_band_sk BETWEEN 13 AND 19 AND hd_buy_potential = '>10000',2
household_demographics,hd_income_band_sk BETWEEN 14 AND 20 AND hd_buy_potential = '0-500',1
household_demographics,hd_income_band_sk BETWEEN 14 AND 20 AND hd_buy_potential = '1001-5000',2
household_demographics,hd_income_band_sk BETWEEN 14 AND 20 AND hd_buy_potential = '5001-10000',11
household_demographics,hd_income_band_sk BETWEEN 14 AND 20 AND hd_buy_potential = '501-1000',8
household_demographics,hd_income_band_sk BETWEEN 14 AND 20 AND hd_buy_potential = '>10000',6
household_demographics,hd_income_band_sk BETWEEN 2 AND 8 AND hd_buy_potential = '5001-10000',2
household_demographics,hd_income_band_sk BETWEEN 2 AND 8 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 2 AND 8 AND hd_buy_potential = '>10000',1
household_demographics,hd_income_band_sk BETWEEN 20 AND 26 AND hd_buy_potential = '0-500',1
household_demographics,hd_income_band_sk BETWEEN 20 AND 26 AND hd_buy_potential = '5001-10000',2
household_demographics,hd_income_band_sk BETWEEN 20 AND 26 AND hd_buy_potential = '501-1000',2
household_demographics,hd_income_band_sk BETWEEN 20 AND 26 AND hd_buy_potential = '>10000',1
household_demographics,hd_income_band_sk BETWEEN 3 AND 9 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 4 AND 10 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 4 AND 10 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 5 AND 11 AND hd_buy_potential = '0-500',1
household_demographics,hd_income_band_sk BETWEEN 5 AND 11 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 5 AND 11 AND hd_buy_potential = '501-1000',3
household_demographics,hd_income_band_sk BETWEEN 5 AND 11 AND hd_buy_potential = '>10000',1
household_demographics,hd_income_band_sk BETWEEN 6 AND 12 AND hd_buy_potential = '0-500',1
household_demographics,hd_income_band_sk BETWEEN 6 AND 12 AND hd_buy_potential = '5001-10000',3
household_demographics,hd_income_band_sk BETWEEN 6 AND 12 AND hd_buy_potential = '501-1000',7
household_demographics,hd_income_band_sk BETWEEN 6 AND 12 AND hd_buy_potential = '>10000',1
household_demographics,hd_income_band_sk BETWEEN 7 AND 13 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 7 AND 13 AND hd_buy_potential = '501-1000',3
household_demographics,hd_income_band_sk BETWEEN 8 AND 14 AND hd_buy_potential = '0-500',1
household_demographics,hd_income_band_sk BETWEEN 8 AND 14 AND hd_buy_potential = '5001-10000',2
household_demographics,hd_income_band_sk BETWEEN 8 AND 14 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 8 AND 14 AND hd_buy_potential = '>10000',2
household_demographics,hd_income_band_sk BETWEEN 9 AND 15 AND hd_buy_potential = '5001-10000',1
household_demographics,hd_income_band_sk BETWEEN 9 AND 15 AND hd_buy_potential = '501-1000',1
household_demographics,hd_income_band_sk BETWEEN 9 AND 15 AND hd_buy_potential = '>10000',2
item,"i_category IN ('Books', 'Children', 'Home')",2
item,"i_category IN ('Books', 'Children', 'Jewelry')",2
item,"i_category IN ('Books', 'Children', 'Men')",2
item,"i_category IN ('Books', 'Children', 'Women')",1
item,"i_category IN ('Books', 'Electronics', 'Men')",1
item,"i_category IN ('Books', 'Electronics', 'Women')",1
item,"i_category IN ('Books', 'Home', 'Jewelry')",1
item,"i_category IN ('Books', 'Home', 'Women')",2
item,"i_category IN ('Books', 'Jewelry', 'Women')",1
item,"i_category IN ('Children', 'Electronics', 'Home')",2
item,"i_category IN ('Children', 'Electronics', 'Jewelry')",19
item,"i_category IN ('Children', 'Electronics', 'Men')",4
item,"i_category IN ('Children', 'Electronics', 'Shoes')",1
item,"i_category IN ('Children', 'Electronics', 'Women')",3
item,"i_category IN ('Children', 'Home', 'Jewelry')",7
item,"i_category IN ('Children', 'Home', 'Men')",3
item,"i_category IN ('Children', 'Home', 'Women')",6
item,"i_category IN ('Children', 'Jewelry', 'Men')",3
item,"i_category IN ('Children', 'Jewelry', 'Music')",1
item,"i_category IN ('Children', 'Jewelry', 'Shoes')",1
item,"i_category IN ('Children', 'Jewelry', 'Women')",5
item,"i_category IN ('Children', 'Men', 'Shoes')",1
item,"i_category IN ('Children', 'Men', 'Women')",1
item,"i_category IN ('Electronics', 'Home', 'Jewelry')",5
item,"i_category IN ('Electronics', 'Home', 'Men')",2
item,"i_category IN ('Electronics', 'Home', 'Women')",5
item,"i_category IN ('Electronics', 'Jewelry', 'Men')",1
item,"i_category IN ('Electronics', 'Jewelry', 'Sports')",1
item,"i_category IN ('Electronics', 'Jewelry', 'Women')",8
item,"i_category IN ('Electronics', 'Men', 'Sports')",1
item,"i_category IN ('Electronics', 'Men', 'Women')",1
item,"i_category IN ('Home', 'Jewelry', 'Music')",1
item,"i_category IN ('Home', 'Jewelry', 'Women')",2
item,"i_category IN ('Home', 'Men', 'Music')",1
item,"i_category IN ('Jewelry', 'Men', 'Sports')",1
item,"i_category IN ('Jewelry', 'Shoes', 'Women')",1
store_sales,ss_sales_price / ss_list_price BETWEEN 0 * 0.01 AND 20 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 1 * 0.01 AND 21 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 10 * 0.01 AND 30 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 12 * 0.01 AND 32 * 0.01,3
store_sales,ss_sales_price / ss_list_price BETWEEN 13 * 0.01 AND 33 * 0.01,4
store_sales,ss_sales_price / ss_list_price BETWEEN 16 * 0.01 AND 36 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 17 * 0.01 AND 37 * 0.01,3
store_sales,ss_sales_price / ss_list_price BETWEEN 18 * 0.01 AND 38 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 19 * 0.01 AND 39 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 2 * 0.01 AND 22 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 21 * 0.01 AND 41 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 22 * 0.01 AND 42 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 23 * 0.01 AND 43 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 24 * 0.01 AND 44 * 0.01,3
store_sales,ss_sales_price / ss_list_price BETWEEN 25 * 0.01 AND 45 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 26 * 0.01 AND 46 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 28 * 0.01 AND 48 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 29 * 0.01 AND 49 * 0.01,3
store_sales,ss_sales_price / ss_list_price BETWEEN 3 * 0.01 AND 23 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 30 * 0.01 AND 50 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 32 * 0.01 AND 52 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 35 * 0.01 AND 55 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 36 * 0.01 AND 56 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 38 * 0.01 AND 58 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 4 * 0.01 AND 24 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 40 * 0.01 AND 60 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 41 * 0.01 AND 61 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 42 * 0.01 AND 62 * 0.01,3
store_sales,ss_sales_price / ss_list_price BETWEEN 43 * 0.01 AND 63 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 46 * 0.01 AND 66 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 47 * 0.01 AND 67 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 48 * 0.01 AND 68 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 50 * 0.01 AND 70 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 51 * 0.01 AND 71 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 53 * 0.01 AND 73 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 58 * 0.01 AND 78 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 59 * 0.01 AND 79 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 6 * 0.01 AND 26 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 63 * 0.01 AND 83 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 64 * 0.01 AND 84 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 65 * 0.01 AND 85 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 66 * 0.01 AND 86 * 0.01,4
store_sales,ss_sales_price / ss_list_price BETWEEN 67 * 0.01 AND 87 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 69 * 0.01 AND 89 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 72 * 0.01 AND 92 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 73 * 0.01 AND 93 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 74 * 0.01 AND 94 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 76 * 0.01 AND 96 * 0.01,1
store_sales,ss_sales_price / ss_list_price BETWEEN 77 * 0.01 AND 97 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 79 * 0.01 AND 99 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 8 * 0.01 AND 28 * 0.01,2
store_sales,ss_sales_price / ss_list_price BETWEEN 80 * 0.01 AND 100 * 0.01,17
web_sales,1=1,20
warehouse,1=1,20
ship_mode,1=1,20
store_sales,1=1,20
store,1=1,20
income_band,1=1,20
item,1=1,20
household_demographics,1=1,20
date_dim,1=1,20
catalog_sales,1=1,20
catalog_returns,1=1,20
customer_demographics,1=1,20
call_center,1=1,20
customer_address,1=1,20
customer,1=1,20
