Table,Condition,Frequency
date_dim,d_year=2000 and d_moy = 12,2
date_dim,d_year=2000 and d_moy = 3,2
date_dim,d_year=2000 and d_moy = 4,3
date_dim,d_year=2000 and d_moy = 5,1
date_dim,d_year=2000 and d_moy = 6,1
date_dim,d_year=2000 and d_moy = 8,2
date_dim,d_year=2000 and d_moy = 9,3
date_dim,d_year=2001 and d_moy = 1,1
date_dim,d_year=2001 and d_moy = 10,1
date_dim,d_year=2001 and d_moy = 11,2
date_dim,d_year=2001 and d_moy = 12,1
date_dim,d_year=2001 and d_moy = 3,1
date_dim,d_year=2001 and d_moy = 4,1
date_dim,d_year=2001 and d_moy = 5,3
date_dim,d_year=2001 and d_moy = 8,2
date_dim,d_year=2001 and d_moy = 9,3
date_dim,d_year=2002 and d_moy = 1,3
date_dim,d_year=2002 and d_moy = 10,3
date_dim,d_year=2002 and d_moy = 11,3
date_dim,d_year=2002 and d_moy = 12,3
date_dim,d_year=2002 and d_moy = 2,3
date_dim,d_year=2002 and d_moy = 3,1
date_dim,d_year=2002 and d_moy = 5,2
date_dim,d_year=2002 and d_moy = 6,4
date_dim,d_year=2002 and d_moy = 8,2
date_dim,d_year=2002 and d_moy = 9,3
item,i_category  = 'Books',7
item,i_category  = 'Children',22
item,i_category  = 'Electronics',23
item,i_category  = 'Home',14
item,i_category  = 'Jewelry',16
item,i_category  = 'Men',5
item,i_category  = 'Shoes',2
item,i_category  = 'Women',11
store_sales,ss_wholesale_cost BETWEEN 1 AND 21,1
store_sales,ss_wholesale_cost BETWEEN 10 AND 30,2
store_sales,ss_wholesale_cost BETWEEN 11 AND 31,2
store_sales,ss_wholesale_cost BETWEEN 12 AND 32,1
store_sales,ss_wholesale_cost BETWEEN 13 AND 33,3
store_sales,ss_wholesale_cost BETWEEN 15 AND 35,1
store_sales,ss_wholesale_cost BETWEEN 16 AND 36,1
store_sales,ss_wholesale_cost BETWEEN 17 AND 37,2
store_sales,ss_wholesale_cost BETWEEN 19 AND 39,1
store_sales,ss_wholesale_cost BETWEEN 2 AND 22,2
store_sales,ss_wholesale_cost BETWEEN 20 AND 40,2
store_sales,ss_wholesale_cost BETWEEN 22 AND 42,2
store_sales,ss_wholesale_cost BETWEEN 23 AND 43,2
store_sales,ss_wholesale_cost BETWEEN 24 AND 44,2
store_sales,ss_wholesale_cost BETWEEN 28 AND 48,1
store_sales,ss_wholesale_cost BETWEEN 29 AND 49,1
store_sales,ss_wholesale_cost BETWEEN 3 AND 23,1
store_sales,ss_wholesale_cost BETWEEN 33 AND 53,1
store_sales,ss_wholesale_cost BETWEEN 34 AND 54,1
store_sales,ss_wholesale_cost BETWEEN 35 AND 55,1
store_sales,ss_wholesale_cost BETWEEN 36 AND 56,1
store_sales,ss_wholesale_cost BETWEEN 39 AND 59,1
store_sales,ss_wholesale_cost BETWEEN 4 AND 24,2
store_sales,ss_wholesale_cost BETWEEN 40 AND 60,1
store_sales,ss_wholesale_cost BETWEEN 41 AND 61,2
store_sales,ss_wholesale_cost BETWEEN 42 AND 62,1
store_sales,ss_wholesale_cost BETWEEN 43 AND 63,2
store_sales,ss_wholesale_cost BETWEEN 44 AND 64,3
store_sales,ss_wholesale_cost BETWEEN 45 AND 65,1
store_sales,ss_wholesale_cost BETWEEN 46 AND 66,1
store_sales,ss_wholesale_cost BETWEEN 49 AND 69,2
store_sales,ss_wholesale_cost BETWEEN 5 AND 25,1
store_sales,ss_wholesale_cost BETWEEN 50 AND 70,2
store_sales,ss_wholesale_cost BETWEEN 51 AND 71,1
store_sales,ss_wholesale_cost BETWEEN 52 AND 72,1
store_sales,ss_wholesale_cost BETWEEN 53 AND 73,2
store_sales,ss_wholesale_cost BETWEEN 54 AND 74,1
store_sales,ss_wholesale_cost BETWEEN 55 AND 75,1
store_sales,ss_wholesale_cost BETWEEN 56 AND 76,1
store_sales,ss_wholesale_cost BETWEEN 57 AND 77,1
store_sales,ss_wholesale_cost BETWEEN 58 AND 78,1
store_sales,ss_wholesale_cost BETWEEN 59 AND 79,1
store_sales,ss_wholesale_cost BETWEEN 61 AND 81,1
store_sales,ss_wholesale_cost BETWEEN 62 AND 82,1
store_sales,ss_wholesale_cost BETWEEN 63 AND 83,3
store_sales,ss_wholesale_cost BETWEEN 64 AND 84,1
store_sales,ss_wholesale_cost BETWEEN 65 AND 85,1
store_sales,ss_wholesale_cost BETWEEN 68 AND 88,1
store_sales,ss_wholesale_cost BETWEEN 7 AND 27,1
store_sales,ss_wholesale_cost BETWEEN 70 AND 90,1
store_sales,ss_wholesale_cost BETWEEN 71 AND 91,2
store_sales,ss_wholesale_cost BETWEEN 75 AND 95,1
store_sales,ss_wholesale_cost BETWEEN 76 AND 96,2
store_sales,ss_wholesale_cost BETWEEN 77 AND 97,4
store_sales,ss_wholesale_cost BETWEEN 79 AND 99,1
store_sales,ss_wholesale_cost BETWEEN 8 AND 28,2
store_sales,ss_wholesale_cost BETWEEN 80 AND 100,17
store_sales,ss_wholesale_cost BETWEEN 9 AND 29,1
web_sales,1=1,20
warehouse,1=1,20
ship_mode,1=1,20
store_sales,1=1,20
store,1=1,20
income_band,1=1,20
item,1=1,20
household_demographics,1=1,20
date_dim,1=1,20
catalog_sales,1=1,20
catalog_returns,1=1,20
customer_demographics,1=1,20
call_center,1=1,20
customer_address,1=1,20
customer,1=1,20
