Table,Condition,Frequency
catalog_sales,cs_wholesale_cost BETWEEN 45 AND 65,1
catalog_sales,cs_wholesale_cost BETWEEN 5 AND 25,2
catalog_sales,cs_wholesale_cost BETWEEN 50 AND 70,1
catalog_sales,cs_wholesale_cost BETWEEN 51 AND 71,1
catalog_sales,cs_wholesale_cost BETWEEN 55 AND 75,2
catalog_sales,cs_wholesale_cost BETWEEN 56 AND 76,1
catalog_sales,cs_wholesale_cost BETWEEN 59 AND 79,1
catalog_sales,cs_wholesale_cost BETWEEN 6 AND 26,2
catalog_sales,cs_wholesale_cost BETWEEN 60 AND 80,2
catalog_sales,cs_wholesale_cost BETWEEN 61 AND 81,1
catalog_sales,cs_wholesale_cost BETWEEN 63 AND 83,3
catalog_sales,cs_wholesale_cost BETWEEN 65 AND 85,2
catalog_sales,cs_wholesale_cost BETWEEN 67 AND 87,1
catalog_sales,cs_wholesale_cost BETWEEN 68 AND 88,1
catalog_sales,cs_wholesale_cost BETWEEN 69 AND 89,1
catalog_sales,cs_wholesale_cost BETWEEN 7 AND 27,1
catalog_sales,cs_wholesale_cost BETWEEN 71 AND 91,1
catalog_sales,cs_wholesale_cost BETWEEN 72 AND 92,2
catalog_sales,cs_wholesale_cost BETWEEN 75 AND 95,2
catalog_sales,cs_wholesale_cost BETWEEN 77 AND 97,1
catalog_sales,cs_wholesale_cost BETWEEN 79 AND 99,2
catalog_sales,cs_wholesale_cost BETWEEN 8 AND 28,1
catalog_sales,cs_wholesale_cost BETWEEN 80 AND 100,20
catalog_sales,cs_wholesale_cost BETWEEN 9 AND 29,1
d1,d1.d_year = 1998,25
d1,d1.d_year = 1999,20
d1,d1.d_year = 2000,20
d1,d1.d_year = 2001,14
d1,d1.d_year = 2002,21
household_demographics,hd_buy_potential = '1001-5000',29
household_demographics,hd_buy_potential = '501-1000',37
household_demographics,hd_buy_potential = '>10000',34
item,"i_category IN ('Books', 'Children', 'Electronics')",5
item,"i_category IN ('Books', 'Children', 'Men')",1
item,"i_category IN ('Books', 'Children', 'Women')",2
item,"i_category IN ('Books', 'Electronics', 'Home')",1
item,"i_category IN ('Books', 'Electronics', 'Music')",1
item,"i_category IN ('Books', 'Home', 'Women')",1
item,"i_category IN ('Books', 'Jewelry', 'Women')",1
item,"i_category IN ('Children', 'Electronics', 'Home')",5
item,"i_category IN ('Children', 'Electronics', 'Jewelry')",17
item,"i_category IN ('Children', 'Electronics', 'Men')",1
item,"i_category IN ('Children', 'Electronics', 'Women')",8
item,"i_category IN ('Children', 'Home', 'Jewelry')",3
item,"i_category IN ('Children', 'Home', 'Men')",1
item,"i_category IN ('Children', 'Home', 'Women')",4
item,"i_category IN ('Children', 'Jewelry', 'Men')",2
item,"i_category IN ('Children', 'Jewelry', 'Women')",4
item,"i_category IN ('Children', 'Men', 'Music')",1
item,"i_category IN ('Children', 'Men', 'Women')",3
item,"i_category IN ('Electronics', 'Home', 'Jewelry')",4
item,"i_category IN ('Electronics', 'Home', 'Men')",3
item,"i_category IN ('Electronics', 'Home', 'Women')",5
item,"i_category IN ('Electronics', 'Jewelry', 'Men')",2
item,"i_category IN ('Electronics', 'Jewelry', 'Shoes')",1
item,"i_category IN ('Electronics', 'Jewelry', 'Sports')",2
item,"i_category IN ('Electronics', 'Jewelry', 'Women')",9
item,"i_category IN ('Electronics', 'Men', 'Shoes')",1
item,"i_category IN ('Electronics', 'Men', 'Sports')",1
item,"i_category IN ('Electronics', 'Men', 'Women')",1
item,"i_category IN ('Home', 'Jewelry', 'Men')",2
item,"i_category IN ('Home', 'Jewelry', 'Shoes')",2
item,"i_category IN ('Home', 'Jewelry', 'Women')",1
item,"i_category IN ('Home', 'Men', 'Women')",1
item,"i_category IN ('Jewelry', 'Men', 'Sports')",1
item,"i_category IN ('Jewelry', 'Men', 'Women')",3
web_sales,1=1,20
warehouse,1=1,20
ship_mode,1=1,20
store_sales,1=1,20
store,1=1,20
income_band,1=1,20
item,1=1,20
household_demographics,1=1,20
date_dim,1=1,20
catalog_sales,1=1,20
catalog_returns,1=1,20
customer_demographics,1=1,20
call_center,1=1,20
customer_address,1=1,20
customer,1=1,20
